"average(cantidad)","sum(cantidad)","average(gain)","sum(gain)","average(gap)","average(precio_compra)","average(precio_venta)","day"
181.4766666666667,1088.8600000000001,92.8434626666669,557.0607760000014,0.5116000000000014,20.170999999999996,20.682600000000004,2022-06-17 08:00:00
1536.23,3072.46,785.9352680000021,1571.8705360000042,0.5116000000000014,20.1647,20.6763,2022-06-18 08:00:00
2245.86,4491.72,1146.062358000002,2292.124716000004,0.5103000000000009,20.1631,20.6734,2022-06-19 14:00:00
471.45799999999997,2357.29,223.70682099999954,1118.5341049999977,0.47449999999999903,20.0702,20.5447,2022-06-20 12:00:00
450.90875,3607.27,213.09947524999998,1704.7958019999999,0.4725999999999999,19.966399999999997,20.438999999999997,2022-06-21 08:00:00
2096.6040000000003,10483.02,989.3874276000033,4946.937138000017,0.47190000000000154,19.8557,20.3276,2022-06-22 11:00:00
349.508,3495.08,163.2901376000006,1632.9013760000062,0.46720000000000184,19.828100000000003,20.2953,2022-06-23 09:00:00
1538.6899999999998,13848.21,762.5747639999994,6863.172875999994,0.4955999999999996,19.6949,20.1905,2022-06-24 09:00:00
278.58000000000004,1392.9,138.06424800000087,690.3212400000044,0.49560000000000315,19.6942,20.1898,2022-06-25 09:00:00
98.66749999999999,394.66999999999996,48.77134525000025,195.085381000001,0.4943000000000026,19.694,20.1883,2022-06-26 08:00:00
356.8033333333333,2140.8199999999997,169.26750133333306,1015.6050079999984,0.47439999999999927,19.69,20.1644,2022-06-27 10:00:00
284.61,1423.0500000000002,135.47435999999976,677.3717999999988,0.4759999999999991,19.8148,20.2908,2022-06-28 10:00:00
831.0444444444444,7479.4,386.0201444444453,3474.1813000000075,0.464500000000001,19.869,20.3335,2022-06-29 10:00:00
1346.8428571428572,9427.9,627.2247185714261,4390.573029999983,0.4656999999999982,19.9034,20.3691,2022-06-30 09:00:00
444.408,2222.04,210.38274719999913,1051.9137359999957,0.47339999999999804,20.0132,20.4866,2022-07-01 09:00:00
3761.486666666667,11284.460000000001,1780.6877880000059,5342.063364000018,0.4734000000000016,20.0125,20.4859,2022-07-02 08:00:00
987.1566666666668,2961.4700000000003,466.7276719999995,1400.1830159999984,0.47279999999999944,20.0171,20.4899,2022-07-03 09:00:00
247.342,1236.71,125.8970780000001,629.4853900000005,0.5090000000000003,20.0274,20.5364,2022-07-04 11:00:00
1041.5700000000002,4166.280000000001,492.03766800000045,1968.1506720000018,0.4724000000000004,20.2427,20.7151,2022-07-05 09:00:00
175.455,701.82,82.72703249999981,330.90812999999923,0.4714999999999989,20.3676,20.8391,2022-07-06 08:00:00
290.832,1454.16,137.21453760000048,686.0726880000025,0.4718000000000018,20.3097,20.7815,2022-07-07 08:00:00
215.83636363636367,2374.2000000000003,102.15535090909053,1123.7088599999959,0.4732999999999983,20.222100000000005,20.695400000000003,2022-07-08 08:00:00
412.82714285714286,2889.79,195.3910867142865,1367.7376070000055,0.47330000000000183,20.2141,20.6874,2022-07-09 09:00:00
152.6885714285714,1068.82,72.00793028571408,504.05551199999854,0.4715999999999987,20.219400000000004,20.691,2022-07-10 10:00:00
340.60923076923086,4427.920000000001,161.10816615384581,2094.4061599999955,0.472999999999999,20.419299999999996,20.892300000000002,2022-07-11 08:00:00
1190.5771428571427,8334.039999999999,561.476180571427,3930.333263999989,0.4715999999999987,20.5123,20.983900000000002,2022-07-12 09:00:00
517.0057142857142,3619.04,244.64710400000106,1712.5297280000075,0.47320000000000206,20.496,20.9692,2022-07-13 09:00:00
346.56666666666666,1039.7,164.48054000000081,493.44162000000244,0.47460000000000235,20.5662,21.0408,2022-07-14 11:00:00
352.838,1764.19,166.89237400000087,834.4618700000044,0.47300000000000253,20.3982,20.8712,2022-07-15 10:00:00
